
4.07,1,2,2.5,2.5,2.5,2.39,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.8145855744603203,37,24,59.46,ON,ON,1,4.07,55,0,35
4.07,1,2,2.5,2.5,2.5,2.39,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.8145855744603203,37,24,59.46,ON,ON,1,4.07,55,0,35
4.07,1,2,2.5,2.5,2.5,2.39,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.8145855744603203,37,24,59.46,ON,ON,1,4.07,55,0,35
4.07,1,2,2.5,2.5,2.5,2.39,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.8145855744603203,37,24,59.46,ON,ON,1,4.07,55,0,35
4.07,1,2,2.5,2.5,2.5,2.39,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.8145855744603203,37,24,59.46,ON,ON,1,4.07,55,0,35
4.07,1,2,2.5,2.5,2.5,2.39,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.8145855744603203,37,24,59.46,ON,ON,1,4.07,55,0,35
4.07,1,2,2.5,2.5,2.5,2.39,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.8145855744603203,37,24,59.46,ON,ON,1,4.07,55,0,35
4.07,1,2,2.5,2.5,2.5,2.39,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.8145855744603203,37,24,59.46,ON,ON,1,4.07,55,0,35
4.07,1,2,2.5,2.5,2.5,2.39,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.8145855744603203,37,24,59.46,ON,ON,1,4.07,55,0,35
4.07,1,2,2.5,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5176024941868014,78,24,59.67,ON,ON,1,4.07,55,0,35
4.07,1,2,2.5,2.5,2.5,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5.315770048686746,97,24,59.67,ON,ON,1,4.07,55,0,35
4.07,1,2,2.5,2.5,2.5,4.04,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4.146225117371332,75,24,61.11,ON,ON,1,4.07,55,0,35
4.07,1,2,2.5,2.5,2.5,2.21,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.127937125003314,63,24,59.28,ON,ON,1,4.07,55,0,35
4.07,1,2,2.5,2.5,2.5,2.61,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,8.71002906948844,32,24,59.68,ON,ON,1,4.07,55,0,35
4.07,1,2,2.5,2.5,2.5,2.03,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,9.687737306217008,86,24,59.1,ON,ON,1,4.07,55,0,35
4.07,1,2,2.5,2.5,2.5,3.91,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.3600355571812628,52,24,60.980000000000004,ON,ON,1,4.07,55,0,35
4.07,1,2,2.5,2.5,2.5,3.42,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,8.87107043927802,77,24,60.49,ON,ON,1,4.07,55,0,35
4.07,1,2,2.5,2.5,2.5,2.34,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,8.33766610699029,62,24,59.41,ON,ON,1,4.07,55,0,35
4.07,1,2,2.5,2.5,2.5,3.11,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5626695239893964,52,24,60.18,ON,ON,1,4.07,55,0,35
4.07,1,2,2.5,2.5,2.5,2.79,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,7.483563501120319,44,24,59.86,ON,ON,1,4.07,55,0,35
4.07,1,2,2.5,2.5,2.5,2.78,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3.275793971308041,91,24,59.85,ON,ON,1,4.07,55,0,35
4.07,1,2,2.5,2.5,2.5,2.82,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,7.324651100360963,63,24,59.89,ON,ON,1,4.07,55,0,35
4.07,1,2,2.5,2.5,2.5,2.77,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.0590648591375116,51,24,59.84,ON,ON,1,4.07,55,0,35
4.07,1,2,2.5,2.5,2.5,3.95,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,4.284683322780211,95,24,61.02,ON,ON,1,4.07,55,0,35
4.07,1,2,2.5,2.5,2.5,2.07,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.3378923555953235,43,24,59.14,ON,ON,1,4.07,55,0,35
4.07,1,2,2.5,2.5,2.5,2.3,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,7.028817450991809,76,24,59.37,ON,ON,1,4.07,55,0,35
